method,depth,n_estimators,optimize,voting,n_samples,alg,eps,run,acc
optimize,2,1,True,hard,346,ID3,0.4,0,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.4,1,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.4,2,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.4,3,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.4,4,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.6,0,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.6,1,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.6,2,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.6,3,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.6,4,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.8,0,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.8,1,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.8,2,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.8,3,0.7167630057803468
optimize,2,1,True,hard,346,ID3,0.8,4,0.7167630057803468
optimize,2,1,True,hard,346,ID3,1.0,0,0.7167630057803468
optimize,2,1,True,hard,346,ID3,1.0,1,0.7167630057803468
optimize,2,1,True,hard,346,ID3,1.0,2,0.7167630057803468
optimize,2,1,True,hard,346,ID3,1.0,3,0.7167630057803468
optimize,2,1,True,hard,346,ID3,1.0,4,0.7167630057803468
optimize,2,1,True,hard,346,ID3,2.0,0,0.7167630057803468
optimize,2,1,True,hard,346,ID3,2.0,1,0.7167630057803468
optimize,2,1,True,hard,346,ID3,2.0,2,0.7167630057803468
optimize,2,1,True,hard,346,ID3,2.0,3,0.7167630057803468
optimize,2,1,True,hard,346,ID3,2.0,4,0.7167630057803468
optimize,2,4,True,hard,346,ID3,0.4,0,0.7283236994219653
optimize,2,4,True,hard,346,ID3,0.4,1,0.6936416184971098
optimize,2,4,True,hard,346,ID3,0.4,2,0.684971098265896
optimize,2,4,True,hard,346,ID3,0.4,3,0.7341040462427746
optimize,2,4,True,hard,346,ID3,0.4,4,0.7167630057803468
optimize,2,4,True,hard,346,ID3,0.6,0,0.7254335260115607
optimize,2,4,True,hard,346,ID3,0.6,1,0.7225433526011561
optimize,2,4,True,hard,346,ID3,0.6,2,0.7023121387283237
optimize,2,4,True,hard,346,ID3,0.6,3,0.7138728323699421
optimize,2,4,True,hard,346,ID3,0.6,4,0.7341040462427746
optimize,2,4,True,hard,346,ID3,0.8,0,0.7196531791907514
optimize,2,4,True,hard,346,ID3,0.8,1,0.7167630057803468
optimize,2,4,True,hard,346,ID3,0.8,2,0.7341040462427746
optimize,2,4,True,hard,346,ID3,0.8,3,0.7196531791907514
optimize,2,4,True,hard,346,ID3,0.8,4,0.7254335260115607
optimize,2,4,True,hard,346,ID3,1.0,0,0.7398843930635838
optimize,2,4,True,hard,346,ID3,1.0,1,0.7167630057803468
optimize,2,4,True,hard,346,ID3,1.0,2,0.7167630057803468
optimize,2,4,True,hard,346,ID3,1.0,3,0.7138728323699421
optimize,2,4,True,hard,346,ID3,1.0,4,0.7167630057803468
optimize,2,4,True,hard,346,ID3,2.0,0,0.7225433526011561
optimize,2,4,True,hard,346,ID3,2.0,1,0.7167630057803468
optimize,2,4,True,hard,346,ID3,2.0,2,0.7225433526011561
optimize,2,4,True,hard,346,ID3,2.0,3,0.7167630057803468
optimize,2,4,True,hard,346,ID3,2.0,4,0.7167630057803468
optimize,2,8,True,hard,346,ID3,0.4,0,0.6936416184971098
optimize,2,8,True,hard,346,ID3,0.4,1,0.7138728323699421
optimize,2,8,True,hard,346,ID3,0.4,2,0.7167630057803468
optimize,2,8,True,hard,346,ID3,0.4,3,0.7109826589595376
optimize,2,8,True,hard,346,ID3,0.4,4,0.6820809248554913
optimize,2,8,True,hard,346,ID3,0.6,0,0.7398843930635838
optimize,2,8,True,hard,346,ID3,0.6,1,0.7514450867052023
optimize,2,8,True,hard,346,ID3,0.6,2,0.7196531791907514
optimize,2,8,True,hard,346,ID3,0.6,3,0.7196531791907514
optimize,2,8,True,hard,346,ID3,0.6,4,0.7312138728323699
optimize,2,8,True,hard,346,ID3,0.8,0,0.7167630057803468
optimize,2,8,True,hard,346,ID3,0.8,1,0.7572254335260116
optimize,2,8,True,hard,346,ID3,0.8,2,0.7167630057803468
optimize,2,8,True,hard,346,ID3,0.8,3,0.7167630057803468
optimize,2,8,True,hard,346,ID3,0.8,4,0.7312138728323699
optimize,2,8,True,hard,346,ID3,1.0,0,0.7427745664739884
optimize,2,8,True,hard,346,ID3,1.0,1,0.7167630057803468
optimize,2,8,True,hard,346,ID3,1.0,2,0.7167630057803468
optimize,2,8,True,hard,346,ID3,1.0,3,0.7167630057803468
optimize,2,8,True,hard,346,ID3,1.0,4,0.7283236994219653
optimize,2,8,True,hard,346,ID3,2.0,0,0.7167630057803468
optimize,2,8,True,hard,346,ID3,2.0,1,0.7167630057803468
optimize,2,8,True,hard,346,ID3,2.0,2,0.7341040462427746
optimize,2,8,True,hard,346,ID3,2.0,3,0.7196531791907514
optimize,2,8,True,hard,346,ID3,2.0,4,0.7196531791907514
optimize,2,16,True,hard,346,ID3,0.4,0,0.6994219653179191
optimize,2,16,True,hard,346,ID3,0.4,1,0.7254335260115607
optimize,2,16,True,hard,346,ID3,0.4,2,0.6705202312138728
optimize,2,16,True,hard,346,ID3,0.4,3,0.7601156069364162
